PassengerId,Survived_pred,Survived_prob
892,0,0.08277458394939959
893,0,0.37176641373033903
894,0,0.09040980581272269
895,0,0.10569820064408061
896,1,0.5932360758686954
897,0,0.1585830903117572
898,1,0.5922667536945634
899,0,0.2167321874206459
900,1,0.690634598978679
901,0,0.07733293636799922
902,0,0.10228000996113923
903,0,0.34596930181425245
904,1,0.9294951187704517
905,0,0.06821142955341832
906,1,0.844944362703157
907,1,0.8026532195736985
908,0,0.20786966107000632
909,0,0.12764545675025885
910,1,0.5481843103020665
911,0,0.4588864279809488
912,0,0.22957314237272364
913,0,0.18299307914299795
914,1,0.9329036748354319
915,1,0.5739953240252745
916,1,0.8676202349981875
917,0,0.037635278816648784
918,1,0.9468718499256847
919,0,0.12177666974279139
920,0,0.38873531463042854
921,0,0.06106570288038872
922,0,0.10447491511910971
923,0,0.18268630203907163
924,0,0.4980264960296697
925,1,0.5435142409425225
926,0,0.42157328612463074
927,0,0.1379628984827896
928,1,0.6095692702996384
929,1,0.6675472951886665
930,0,0.11276130284141543
931,0,0.10727372425046858
932,0,0.0717289969291754
933,1,0.5022678428742827
934,0,0.06671849386769677
935,1,0.8114740931192732
936,1,0.8529262056946154
937,0,0.11258877652491893
938,0,0.3550528093990421
939,0,0.10226534347625833
940,1,0.8225754700306085
941,1,0.5417313673724901
942,0,0.47532954284381346
943,0,0.2595926662369593
944,1,0.7778715675197149
945,1,0.883085741462566
946,0,0.25287501150246805
947,0,0.06567433237859666
948,0,0.08142931711843768
949,0,0.11255867652696254
950,0,0.07936314850194486
951,1,0.9307416290215023
952,0,0.14457371482606618
953,0,0.22635488511180168
954,0,0.1401772395832259
955,1,0.6593136194661415
956,1,0.5571056310551549
957,1,0.8234762218079201
958,1,0.6907867373993419
959,0,0.3419346981305366
960,0,0.4759444580901634
961,1,0.8100879912340834
962,1,0.6430363632968303
963,0,0.12772731731543094
964,1,0.6009719558432962
965,0,0.49810749571808854
966,1,0.9294483360802643
967,1,0.5125948805358564
968,0,0.10229552345657804
969,1,0.7468637472206209
970,0,0.23905634960235778
971,1,0.6430363632968303
972,0,0.15931946588106946
973,0,0.18800931633156548
974,0,0.3220537054623567
975,0,0.10228000996113923
976,0,0.25186808116446635
977,0,0.07923149896035796
978,1,0.618022556882508
979,1,0.6908267078378869
980,1,0.6094910411879346
981,0,0.3938823320489947
982,1,0.5936623240217567
983,0,0.10226785817324784
984,1,0.9170104710479284
985,0,0.10229552345657804
986,1,0.5289711003503621
987,0,0.11257463412340486
988,1,0.6626767036548236
989,0,0.09903791057711676
990,1,0.6752605699067907
991,0,0.08696904515396807
992,1,0.8620710760602587
993,0,0.21016225918510395
994,0,0.10226534347625833
995,0,0.10904052901576888
996,1,0.6429793683260099
997,0,0.10376111105713107
998,0,0.12771816252325424
999,0,0.10226534347625833
1000,0,0.10236219887062652
1001,0,0.3217803109514177
1002,0,0.17509318409392285
1003,1,0.609498655735563
1004,1,0.9125663161164193
1005,1,0.6868046536499066
1006,1,0.7854769137845099
1007,0,0.10964721742983248
