id,Machine_failure_pred,Probability
136429,0,0.0021378501706802665
136430,0,0.0010490850310332386
136431,0,0.0026744541373253964
136432,0,0.003017431785022272
136433,0,0.0037088641158650668
136434,0,0.0027665525723486396
136435,0,0.0039478313685900965
136436,0,0.004891517561208858
136437,0,0.0009491327710055753
136438,0,0.0011246089688336973
136439,0,0.002404716281216488
136440,0,0.002189786356649409
136441,0,0.001173979818031296
136442,0,0.0017737757800726957
136443,0,0.0021039094950749426
136444,0,0.005510127545605794
136445,0,0.000998672779698938
136446,1,0.9927861370968837
136447,0,0.0023895636070792536
136448,0,0.0017361336171576112
136449,0,0.005625400171257829
136450,0,0.004101486306916186
136451,0,0.021184731105386836
136452,0,0.022378864924348416
136453,0,0.003905313120596273
136454,0,0.0014331827055341798
136455,0,0.0016824533005218524
136456,0,0.007219614209537442
136457,0,0.006611864909090657
136458,0,0.004815179226760052
136459,0,0.003699216577662504
136460,0,0.002804220386328413
136461,0,0.0011914196367603328
136462,0,0.018961105617683945
136463,0,0.001783894808546968
136464,0,0.003099413195919601
136465,0,0.0014778544173133532
136466,0,0.0019671977425887695
136467,0,0.0012253565154660107
136468,0,0.0028075917788228655
136469,0,0.0013094813843974721
136470,0,0.0027038467305011975
136471,0,0.009396844249758401
136472,0,0.0073708021449402986
136473,0,0.002298786783557743
136474,0,0.0022023335136707096
136475,0,0.0031429992701288733
136476,0,0.005695475464818325
136477,0,0.0023590448910156873
136478,0,0.0021463196097397997
136479,0,0.0012281211171612555
136480,0,0.006418036127152704
136481,0,0.0023730721475262286
136482,0,0.033717718659808216
136483,0,0.0030909092882002035
136484,0,0.0010170552483965874
136485,0,0.0013745074847120922
136486,0,0.0023333229717720375
136487,0,0.00142829692166133
136488,0,0.004321118414526433
136489,0,0.001083096727971522
136490,0,0.02419601845480321
136491,0,0.0036258435436559958
136492,0,0.003103251770308342
136493,0,0.003270466241656491
136494,0,0.0010629841530885073
136495,0,0.002739668282690103
136496,0,0.004601649926298712
136497,0,0.002150598924714885
136498,0,0.009860241693531295
136499,0,0.0013843831453355395
136500,0,0.000675819115336083
136501,0,0.0014719772041911477
136502,0,0.005263349731220547
136503,0,0.0028888986949820892
136504,0,0.0011605462489383928
136505,0,0.0010504655429739895
136506,0,0.002659763714432486
136507,0,0.0006986958875630912
136508,0,0.001045948159999101
136509,0,0.0038494130632127145
136510,0,0.0015873926214822027
136511,0,0.010643716095898693
136512,0,0.0008263669665794514
136513,0,0.006187297158447149
136514,0,0.0020081892414590685
136515,0,0.0022995056204083222
136516,0,0.0034884494986730627
136517,0,0.0016254336778537513
136518,0,0.0015329747591318404
136519,0,0.002830943176806521
136520,0,0.0018969547049380087
136521,0,0.0017588016428056138
136522,0,0.003145923613694891
136523,0,0.0011567479858671066
136524,0,0.0012673058494921078
136525,0,0.004616921162858269
136526,0,0.005990461528969867
136527,0,0.007642900859159916
136528,0,0.0009533036176336785
136529,0,0.006162605987883144
136530,0,0.002938231503905432
136531,0,0.003522408147983164
136532,0,0.0036977049014371662
136533,0,0.0029297334189413667
136534,0,0.00048798759249529626
136535,0,0.0026023370115976227
136536,0,0.002198536408947233
136537,0,0.0008890384675721318
136538,0,0.005507159529599578
136539,0,0.0012095468371175091
136540,0,0.002004649722141587
136541,0,0.0007612427491754338
136542,0,0.004218827151012194
136543,0,0.007470367998895325
136544,0,0.0021479651821606576
136545,0,0.004008599097841919
136546,0,0.0007236661939896104
136547,0,0.0031373856623794125
136548,0,0.002287923440512447
136549,0,0.002011855143082198
136550,0,0.006681542414674533
136551,0,0.001282284960031012
