PassengerId,Survived_pred,Survived_prob
892,0,0.15462114222891807
893,1,0.5
894,0,0.14671800015096786
895,0,0.14680911658472276
896,1,0.5196960302903834
897,0,0.17260001842519473
898,1,0.845680610854804
899,0,0.19370608328147812
900,1,0.7247195374609939
901,0,0.12991020468754078
902,0,0.14746154721816157
903,0,0.15487369292376318
904,1,0.8824050232137012
905,0,0.14035524326840865
906,1,0.9051451606666139
907,1,0.8807318891582646
908,0,0.14052772543801456
909,0,0.17338081079470455
910,0,0.4613779154478286
911,1,0.6458457710006362
912,0,0.2556594420749929
913,1,0.6144705725730695
914,1,0.9000934501404017
915,0,0.29405619638900815
916,1,0.5056295583101419
917,0,0.12055642565050138
918,1,0.9007439572922232
919,0,0.16721660134085806
920,0,0.15511214636727738
921,0,0.15628929291702978
922,0,0.13844541672805807
923,0,0.18165421852719063
924,0,0.43007643660215067
925,0,0.43287661967148006
926,0,0.18700185040015824
927,0,0.18710642334027838
928,1,0.5765482040641406
929,1,0.5419030603597371
930,0,0.14603172819848123
931,0,0.17090872468502996
932,0,0.14652609139640924
933,0,0.1544794894643094
934,0,0.15479323235222398
935,1,0.8699725193589101
936,1,0.9103047222445261
937,0,0.14592418997714324
938,0,0.16608321262431056
939,0,0.1532995931850109
940,1,0.8325692378690511
941,1,0.6244369955949648
942,0,0.17036095073559904
943,0,0.14528686242332178
944,1,0.7921040151151812
945,1,0.8467710689527418
946,0,0.14402422093763778
947,0,0.1331716009601629
948,0,0.1538928547242849
949,0,0.14590986531632433
950,0,0.1154683625429291
951,1,0.7459236135705586
952,0,0.15798941747470333
953,0,0.1469737376913324
954,0,0.15460108784235566
955,1,0.8398962270979868
956,1,0.5279650512269347
957,1,0.8714771631526088
958,1,0.830822344635846
959,0,0.15410361711162598
960,0,0.15253604898630432
961,0,0.2555435757683468
962,1,0.8433159311996647
963,0,0.14807933512938934
964,1,0.581133839079375
965,0,0.15475936783963723
966,1,0.7934906233619609
967,0,0.25453643999682396
968,0,0.14747544922651712
969,1,0.8290615837782578
970,0,0.1446788679818274
971,1,0.8433159311996647
972,1,0.7526918743850386
973,0,0.4512768714410017
974,0,0.15374791858861442
975,0,0.14746154721816157
976,0,0.14006670367029994
977,0,0.13775338645060653
978,1,0.8463306369749315
979,1,0.5291813105435136
980,1,0.8464809298355572
981,1,0.8646221741564856
982,0,0.4508351020358844
983,0,0.14745095325883784
984,1,0.9231262886001593
985,0,0.14747544922651712
986,0,0.16196222964865026
987,0,0.14591729460296135
988,1,0.6940796311487117
989,0,0.1483211746350547
990,1,0.5361934190212547
991,0,0.15225417651180762
992,1,0.8908340507491774
993,0,0.13750165183446453
994,0,0.1532995931850109
995,0,0.1462082210593174
996,1,0.8119806588310541
997,0,0.15061938900687494
998,0,0.1607028753641187
999,0,0.1532995931850109
1000,0,0.1475400035774005
1001,0,0.15239409954453936
1002,0,0.14984800304600723
1003,1,0.8465073551634126
1004,1,0.8620989464441319
1005,1,0.8316291901364244
1006,1,0.735980836641625
1007,0,0.1967470914040938
1008,0,0.15453832717840757
1009,1,0.7973358765269976
1010,0,0.15960779352492208
1011,1,0.8588581397095957
1012,1,0.7945892655686523
1013,0,0.15579904338366102
1014,1,0.8958647565364305
1015,0,0.14740794591609252
1016,0,0.1532995931850109
1017,1,0.7462884779571567
1018,0,0.1469397677989131
1019,1,0.7970680399827332
1020,0,0.1557216664938932
1021,0,0.14592010362886676
1022,0,0.15128881022625568
1023,0,0.18316474247194092
1024,0,0.19094018369945584
1025,0,0.13835526448620616
1026,0,0.15341885233472757
1027,0,0.14591145577876768
1028,0,0.15672850335182323
1029,0,0.1418920470930149
1030,1,0.5505405741191104
1031,0,0.20655280631796033
1032,0,0.1486137682921594
1033,1,0.8653820965161192
1034,0,0.27556280144948375
1035,0,0.14182076727147286
1036,0,0.1555315773339327
1037,0,0.17382974175039212
1038,0,0.1504609550082592
1039,0,0.14694579020447615
1040,0,0.1544794894643094
1041,0,0.1534932915284448
1042,1,0.8921343558961555
1043,0,0.15455535011427762
1044,0,0.13166017954814346
1045,1,0.6206089062354149
1046,0,0.11590009012443289
1047,0,0.1458993487913528
1048,1,0.844237164564025
1049,1,0.5501885038920437
1050,0,0.1555315773339327
1051,1,0.6691819074793272
1052,1,0.846465805119237
1053,1,0.7236604484488414
1054,1,0.8558585033536746
1055,0,0.14738920315959728
1056,0,0.15554198243102757
1057,1,0.5068392402534732
1058,0,0.18334790739157616
1059,0,0.16119432315212034
1060,1,0.8572329486175688
1061,1,0.5471590696016808
1062,0,0.1474319170503326
1063,0,0.15591152586256155
1064,0,0.12278592479716932
1065,0,0.15454281395668626
1066,0,0.1429189988209084
1067,1,0.9241810235873958
1068,1,0.8456683197126595
1069,0,0.24764900131343895
1070,1,0.7274090655795847
1071,1,0.7660665117493287
1072,0,0.1446788679818274
1073,0,0.18584331264829998
1074,1,0.8841682099836224
1075,0,0.1532995931850109
1076,1,0.8413269393077275
1077,0,0.1550455220735689
1078,1,0.9208081730647488
1079,0,0.15630079208209846
1080,0,0.15457104769959779
1081,0,0.15516320332024683
1082,0,0.13462603052064415
1083,0,0.1545673532384997
1084,0,0.46202813647286073
1085,0,0.14526384612748722
1086,1,0.8558085251471235
1087,0,0.15222504362788683
